DUB,JFK,SFO,EIN,LHR,DUB,33655.65
DUB,JFK,SFO,EIN,LHR,DUB,33655.65
DUB,JFK,SFO,JFK,LHR,EIN,DUB,27027.72
DUB,BFS,EIN,PAR,LHR,DUB,9828.0
No valid Route
DUB,JFK,SFO,EIN,LHR,DUB,33655.65
DUB,BFS,EIN,PAR,LHR,DUB,9828.0
